,0,1,2,3
89,gdb9_21340,-37.80369455564045 kJ/mol,"[Vec3(x=2.160754120532882, y=-2.753537708802071, z=-0.16310719133753082), Vec3(x=-0.8005365226078851, y=0.010812571555192108, z=0.009777522600700195), Vec3(x=-0.6890130076548644, y=-0.08569650591921629, z=-1.341522540007098), Vec3(x=-1.5129947778312953, y=0.20095106152393072, z=-1.0610582325160465), Vec3(x=0.8582979767249697, y=-0.36060392044329603, z=-0.8893041293311228), Vec3(x=-0.8873984779804971, y=-1.6992957032941547, z=-0.8085857858753283), Vec3(x=-0.5676949629842625, y=0.8967426399256411, z=0.5370668627845134), Vec3(x=-0.6506431498346785, y=0.6769181232696582, z=2.2268079895744393), Vec3(x=-1.2737237392156722, y=3.2422158206499585, z=1.1106705161144408), Vec3(x=1.5845416735714224, y=1.0753290443066135, z=0.13841395955080316), Vec3(x=1.7784231458367827, y=-1.2038166473092389, z=0.24080407356246525)] kJ/(nm mol)","[Vec3(x=-1.167459744786857, y=2.720734057663421, z=-1.8062198157071947), Vec3(x=3.201836799607591, y=-1.1849887819642126, z=0.8111501598955861), Vec3(x=0.3284079206464412, y=0.339948190452354, z=-0.5368831926240887), Vec3(x=2.843666612014843, y=1.1801145692597714, z=2.5040021699337416), Vec3(x=1.3489198721829183, y=0.9035491681369408, z=-1.8341259184101588), Vec3(x=-0.34388903707619534, y=0.9739924491492999, z=0.19104576968789644), Vec3(x=-0.9662819583571292, y=-0.5092292065592972, z=2.0195251454343293), Vec3(x=-2.2653835465391694, y=-2.6884956059454694, z=-1.8521480678323314), Vec3(x=-0.21434421914510793, y=-0.8946794426124853, z=0.47382825906378123), Vec3(x=-2.0988703482467415, y=0.10932159505581751, z=-0.5218872045394836), Vec3(x=-0.6666004429519461, y=-0.9502690191940815, z=0.5517110261679292)] kJ/(nm mol)"
90,gdb9_21341,-29.99200810342272 kJ/mol,"[Vec3(x=-1.870198609301987, y=3.153179249497441, z=0.9635174062618077), Vec3(x=0.8105037123308634, y=-0.43487069901905784, z=-0.20523038199919386), Vec3(x=1.6531778475254626, y=0.3356638173408726, z=-1.3493386627447492), Vec3(x=0.3769654378099858, y=-2.2854825955018185, z=1.1870029279092797), Vec3(x=0.13485795154386437, y=-0.2781670248325554, z=-1.3010091777051542), Vec3(x=-0.11081638668332516, y=1.191300330069133, z=1.0294449878517469), Vec3(x=0.4291229587735188, y=0.5041957814636291, z=0.0489758339079458), Vec3(x=2.7599170163296947, y=0.9166334120616284, z=-2.0849065298442326), Vec3(x=-2.2968459987692427, y=-0.8095074755814302, z=2.199432799930328), Vec3(x=-1.8867244607173035, y=-2.292971021541522, z=-0.48789301826508336)] kJ/(nm mol)","[Vec3(x=0.8670483148147667, y=-1.277351007750255, z=1.7529668813488268), Vec3(x=0.8344335396398392, y=0.38309255229694905, z=-2.591245740259398), Vec3(x=0.7067636328844813, y=-0.3658858677975445, z=0.5632968722520104), Vec3(x=-4.74572233054173, y=0.19333565170916245, z=-0.22974483613515773), Vec3(x=0.2116023099957971, y=0.7069790185485019, z=0.8901164475058678), Vec3(x=1.8411854923335795, y=-0.26923096399406177, z=0.7783267031801073), Vec3(x=-1.8488113913850839, y=-1.5135876648201076, z=-0.8335939551382694), Vec3(x=-2.0223103280228827, y=-0.48982155766516655, z=0.26626309013338556), Vec3(x=3.627055136498356, y=2.694834951089849, z=-1.9345288030123342), Vec3(x=0.5287575311315678, y=-0.06236308505937771, z=1.3381439361714058)] kJ/(nm mol)"
91,gdb9_21342,-41.91375367271715 kJ/mol,"[Vec3(x=-2.0860992617071403, y=-3.381155167454409, z=0.8959445683805711), Vec3(x=-0.36172228054631717, y=-0.8592589125799037, z=-1.6238354207530605), Vec3(x=3.6282560122544396, y=-1.1671791953645894, z=3.827890284281615), Vec3(x=-0.04896892808868358, y=1.6813145271062382, z=-4.088177301283242), Vec3(x=2.05479865881901, y=-1.2708964706665427, z=-0.3785305978947804), Vec3(x=-0.5288724841321937, y=-1.1004472354548511, z=-1.093806727939338), Vec3(x=0.0944989545563999, y=2.3587597588636697, z=1.830193952618167), Vec3(x=0.7358529729460201, y=-0.45944296281640007, z=-2.185641648614137), Vec3(x=-2.2946576090394686, y=1.5058553594203872, z=0.76050324814803), Vec3(x=3.50981366648233, y=2.339217009804859, z=-1.3070962351857105), Vec3(x=0.22665977281391747, y=1.7147759667537201, z=-0.0627042351516991), Vec3(x=-1.7817154764526038, y=-0.08075413392651853, z=2.3945387924003967), Vec3(x=-3.147849719951523, y=-1.2808308629834784, z=1.0307513617341186)] kJ/(nm mol)","[Vec3(x=-0.20804458588686714, y=3.0304374983462345, z=-0.22651297455882968), Vec3(x=3.6119855861155656, y=-3.139908107065068, z=1.4130347620282464), Vec3(x=-1.1230501091536595, y=0.23577764147227764, z=-0.06534258923575642), Vec3(x=-0.14277122756970329, y=-2.403873364130451, z=0.14900909314313537), Vec3(x=-3.296114215955029, y=-2.459742416726641, z=0.1265047359129312), Vec3(x=1.4063684771126077, y=2.084255438617504, z=-0.9552945030465878), Vec3(x=-2.749090014345029, y=-0.4867559474442231, z=0.8621134392950864), Vec3(x=-1.9996178328853347, y=1.6075613906611892, z=0.4302742574581657), Vec3(x=0.012173280934892006, y=2.995770567020493, z=-1.0404864614430451), Vec3(x=4.372599304005952, y=-0.7617965788101753, z=-2.3981480891396743), Vec3(x=-3.0016351592512365, y=1.2163629698788583, z=0.3550319480649762), Vec3(x=1.9862059214687235, y=-2.561961912417601, z=0.9969224461937358), Vec3(x=1.1309972511295143, y=0.643878304224824, z=0.3528958426761477)] kJ/(nm mol)"
92,gdb9_21343,-53.415522117456305 kJ/mol,"[Vec3(x=-1.705168172751498, y=1.2098116303268114, z=-1.372241551316705), Vec3(x=0.1051196570021915, y=0.2556586573771824, z=2.3797980170767303), Vec3(x=1.2186915953910429, y=-1.0343636963793905, z=0.31941290826465973), Vec3(x=1.0875956232445674, y=0.6930090682763916, z=0.8575628441040948), Vec3(x=-0.578139844938022, y=0.5891074204176405, z=1.4647729480272886), Vec3(x=1.685008550887133, y=-1.827994072880557, z=-1.177950195695189), Vec3(x=-1.849918427941681, y=1.1427867795103737, z=0.09489002868434682), Vec3(x=-1.312355783342241, y=-1.0313865359716061, z=0.9485857313317467), Vec3(x=2.5858732786193954, y=-2.010348241901948, z=-0.31263586399175836), Vec3(x=-0.9653562124001276, y=0.37492275013805276, z=-2.596153701627486), Vec3(x=0.9843796981562036, y=0.6260077400156945, z=2.148526413734416), Vec3(x=-1.2556841855597938, y=1.0127895739550006, z=-2.7546305210969386)] kJ/(nm mol)","[Vec3(x=0.34119651626994196, y=1.1094800136329148, z=0.46210735263873914), Vec3(x=0.5787823828270007, y=-1.3213151088806754, z=-0.20926022308155723), Vec3(x=-0.031719189570138084, y=-0.1522386686662931, z=-0.2011210364157936), Vec3(x=-0.657762143049704, y=-2.206514028902118, z=0.520133794677804), Vec3(x=0.5242797894281637, y=1.448575364472049, z=-0.28525685291151603), Vec3(x=1.566499057562865, y=-2.335682436613574, z=-0.07510993224669704), Vec3(x=-2.9845573179272975, y=1.3776099610186954, z=-0.685237028326295), Vec3(x=-0.38651560424379383, y=-2.0133117988365896, z=-1.1755432751615533), Vec3(x=1.1512632310839113, y=0.4752805625281731, z=1.3900325566809855), Vec3(x=-1.082976080343947, y=1.5275973564758196, z=0.5594194116691291), Vec3(x=0.14836133506651095, y=1.3443660260267194, z=0.1683159047632472), Vec3(x=0.833153268105157, y=0.7461490622570075, z=-0.46848055307714986)] kJ/(nm mol)"
93,gdb9_21344,-63.39655829440497 kJ/mol,"[Vec3(x=-2.264467910351139, y=-1.946333480365979, z=-0.10836302499333783), Vec3(x=1.7074897047541988, y=0.9464952774721098, z=-1.4262615551596998), Vec3(x=0.7006633139834548, y=-1.0121667764270263, z=-1.1459309531992616), Vec3(x=-0.005212737812769319, y=2.601698573409493, z=4.654962674288875), Vec3(x=-0.7644087220255642, y=1.3650292443864487, z=-1.207584139560879), Vec3(x=-0.15806321628446085, y=-0.755346453186192, z=-1.699139707013984), Vec3(x=-0.7309687989408644, y=-0.9168073978544484, z=0.6060181339954624), Vec3(x=1.4123045302982007, y=2.905487975583938, z=1.3361625079760415), Vec3(x=1.0171553452069908, y=-2.783003687656942, z=2.0117219314179646), Vec3(x=-1.4941359908625742, y=0.8149964050514544, z=-1.6486623547703587), Vec3(x=1.3793661629169662, y=0.3840497238336624, z=-0.17466117412892856), Vec3(x=-0.799708471002738, y=-1.6041221732208122, z=-1.198207979415912)] kJ/(nm mol)","[Vec3(x=-0.46603269998158225, y=0.9960017282169034, z=-2.4634847000126), Vec3(x=0.2018551441797456, y=-2.6261612887595405, z=-3.4669583242942323), Vec3(x=-0.8178903094289325, y=0.11377057491815457, z=1.958884748064225), Vec3(x=0.16123944053879313, y=-0.6107490911342666, z=0.5375566905764586), Vec3(x=-0.026959635302574725, y=0.03315424701887082, z=-0.19823213830602526), Vec3(x=0.6833222992050594, y=0.9823802557430952, z=-1.4669920482999999), Vec3(x=-2.0266388090478245, y=-0.9814804074816834, z=0.07858429554262614), Vec3(x=3.408781821617765, y=-0.4251075511895692, z=0.2544253057943422), Vec3(x=-1.4023089561738438, y=0.38700624542129347, z=1.5056314848833416), Vec3(x=-1.1012866725573645, y=2.066700158658753, z=4.091439040304062), Vec3(x=1.2118734341726878, y=-1.604932955871753, z=-1.084722594945589), Vec3(x=0.17404017440673414, y=1.6694202302269296, z=0.2538718765767527)] kJ/(nm mol)"
94,gdb9_21345,-65.5575102736849 kJ/mol,"[Vec3(x=0.1076345333659674, y=-2.0448889266757533, z=0.10266412498324362), Vec3(x=-1.3066588102093135, y=2.5641414466077492, z=0.6406387647807034), Vec3(x=-2.3644726886321408, y=-1.096310853766063, z=0.1302791073212788), Vec3(x=-1.5546223263750107, y=-1.1444650675321668, z=-0.9654136451241584), Vec3(x=-1.5749074312723224, y=-0.9973299130136581, z=1.4726363231148412), Vec3(x=0.8683820351660358, y=-0.11435137662705586, z=-1.0638874214652105), Vec3(x=0.13420552979988543, y=-0.5171185972944699, z=1.010175641472415), Vec3(x=-0.278123739515479, y=-0.3318646589835055, z=-0.7036455690132755), Vec3(x=-0.3122887033853132, y=-0.475090094835501, z=-1.9365007378137307), Vec3(x=0.5622792794819205, y=-1.4556858751098218, z=2.0626531688326324), Vec3(x=2.61463798237385, y=2.7221034018547066, z=0.8492915410905226), Vec3(x=3.103861859953909, y=2.8908233220772956, z=-1.5988872450633949)] kJ/(nm mol)","[Vec3(x=0.1443184498822916, y=3.134581070092878, z=0.07236043254707158), Vec3(x=-2.40452337168648, y=-4.396428892504183, z=0.28173901663808976), Vec3(x=-1.14710471942972, y=0.8855048891158646, z=0.6928896361639545), Vec3(x=1.5374389427009874, y=0.6419333930263917, z=-2.168597480317942), Vec3(x=1.5033417119309718, y=-1.6611955738951423, z=3.093439624740075), Vec3(x=0.7212431266385764, y=0.9871084078692194, z=-0.39755304040805495), Vec3(x=0.7516964278077154, y=0.8374802527412086, z=-0.4924634352865489), Vec3(x=2.0548379828211623, y=-1.2398292194937568, z=1.0044770005972126), Vec3(x=-2.2043426381285514, y=-0.8961214282588763, z=0.038670578976347514), Vec3(x=-1.9872173164310425, y=-1.6922143487277381, z=-0.41609256917723414), Vec3(x=0.6674348296479167, y=1.7547631341066428, z=1.1251293102333584), Vec3(x=0.3628794352691642, y=1.6444080639286014, z=-2.833998597869119)] kJ/(nm mol)"
95,gdb9_21346,-55.26371992586474 kJ/mol,"[Vec3(x=-0.9304453836276849, y=-1.0647718864780131, z=0.38619880941755014), Vec3(x=2.8511796253579647, y=1.1419685636056158, z=0.44340767363204847), Vec3(x=-0.8540696279395874, y=-0.8618866121197932, z=1.7595605589043473), Vec3(x=1.4130074624251847, y=-1.5734413470680773, z=1.5222197318898054), Vec3(x=2.2254348847696406, y=-1.089526139132488, z=-3.4551790680306453), Vec3(x=-0.35921002998523477, y=1.2436820274526355, z=-0.7486334275800459), Vec3(x=-3.224681363923473, y=-1.9713696827373663, z=1.0481587470945222), Vec3(x=-3.1657404367090862, y=0.13538829939909647, z=0.12752471043378932), Vec3(x=0.423178869117109, y=1.5484087896806606, z=1.3897524955041938), Vec3(x=0.6811765704187138, y=-0.06850945501198069, z=0.5188650939177251), Vec3(x=0.9402371409729824, y=2.56005005143372, z=-2.991948400477824)] kJ/(nm mol)","[Vec3(x=1.3126726305914787, y=1.027731780243542, z=2.406830871673236), Vec3(x=-2.491644036301892, y=-0.06038733009393127, z=-0.924396090931694), Vec3(x=0.39844134341784354, y=0.7706625621914935, z=0.2879560375594661), Vec3(x=-1.5528287074988576, y=0.6894738702155014, z=-2.3849009678245086), Vec3(x=3.1024538122114507, y=0.4855181720053565, z=1.318658427367808), Vec3(x=-1.6501452155444412, y=2.2520608260506627, z=-1.4823358084505358), Vec3(x=-1.5960391372798455, y=0.6503330131543521, z=-0.09768649482901637), Vec3(x=1.1206543683696921, y=-3.7979203711802967, z=0.2494063122153065), Vec3(x=1.6496646859298352, y=0.9415728037608098, z=0.6565490520668877), Vec3(x=-1.4853105597908787, y=-1.3768806954978068, z=-0.7312094216150662), Vec3(x=1.1920808158955651, y=-1.5821627235009856, z=0.7011334471860522)] kJ/(nm mol)"
96,gdb9_21347,-51.907829005006796 kJ/mol,"[Vec3(x=0.004574351840489044, y=1.4448850087941878, z=0.7700919859395596), Vec3(x=0.978191597345571, y=0.5532109882896208, z=-0.022871963920482852), Vec3(x=-0.6303104642822177, y=1.3266460206498323, z=-0.48216197905174063), Vec3(x=-1.5587759486369919, y=-3.8138196455059905, z=-0.2896575867332878), Vec3(x=1.250768930272855, y=-0.22842912476415478, z=-1.050688634389104), Vec3(x=-1.1769178084243208, y=0.8795295910364658, z=2.5937941481839744), Vec3(x=-0.7765391522616767, y=1.0887180862191812, z=-2.5530654746365222), Vec3(x=1.4448743083402746, y=-0.22000046654093097, z=0.7761607711805141), Vec3(x=-2.2009897776943887, y=0.31555472693585074, z=-3.0716500383756156), Vec3(x=-1.554811203553399, y=-1.7937748593431806, z=3.1723184495153163), Vec3(x=2.01637844720274, y=0.24628167135283974, z=-2.0854209609912715), Vec3(x=2.203509036135216, y=0.2012132616653446, z=2.2431212425379954)] kJ/(nm mol)","[Vec3(x=1.1747483463385322, y=3.3547947699977385, z=-0.09920808954033866), Vec3(x=2.2626072269590765, y=-3.124605835567749, z=-0.016228339190706098), Vec3(x=-5.304744096676252, y=1.9317488530356908, z=0.18625951795159423), Vec3(x=4.593373249394044, y=-0.9772645727631954, z=0.011591192740971201), Vec3(x=-2.1306983850630274, y=-2.5324227360068363, z=-0.6735213528539816), Vec3(x=1.929121280482235, y=1.4690813142835424, z=-1.4694479601862298), Vec3(x=0.11167631168659398, y=0.7240832260604222, z=1.643662545086607), Vec3(x=-1.2311871088526232, y=-2.2504010880944065, z=0.7316446145866848), Vec3(x=-1.734598781967776, y=0.3525243678523573, z=-1.18882468256679), Vec3(x=-1.6654768307343772, y=0.44340273306713307, z=1.2143727667857842), Vec3(x=0.7039341841309721, y=0.22712964724012963, z=-0.5678740591361162), Vec3(x=1.2912465116513232, y=0.3819230028028322, z=0.22757134292747594)] kJ/(nm mol)"
97,gdb9_21348,-57.42932547399268 kJ/mol,"[Vec3(x=3.4946296592894015, y=2.2376563114908095, z=1.0635248248376712), Vec3(x=-0.6866790948708257, y=-0.9654750480045209, z=0.5051433042099962), Vec3(x=-1.7003733321749337, y=0.581780112395748, z=0.5259907873441616), Vec3(x=1.154278963076564, y=-0.40178497251272915, z=-0.6489818776276737), Vec3(x=-3.874862394255956, y=-0.4236118028521645, z=0.9951859713631848), Vec3(x=1.4870658596348676, y=0.7526589125879468, z=-1.5263612146802927), Vec3(x=-0.4416989460258094, y=0.7062422786520699, z=2.6172102659517122), Vec3(x=0.556547310883218, y=-0.13019585274595613, z=-0.13252153739250616), Vec3(x=1.9436027505642741, y=1.8196860479186334, z=-0.1865123461901348), Vec3(x=-2.8300291263127377, y=-1.6255846107585015, z=-0.3029600840024713), Vec3(x=0.8975069061001903, y=-2.5514405175593105, z=-2.9096890067469445)] kJ/(nm mol)","[Vec3(x=-2.0794311913376404, y=-3.260108382504896, z=1.5498297315019194), Vec3(x=2.6638125490197737, y=0.817944257523548, z=-2.342978688466747), Vec3(x=1.2413097729413192, y=-1.0354442076919739, z=-0.8867621067123324), Vec3(x=-0.8648675561169479, y=0.7604205955070817, z=-0.17962200798672967), Vec3(x=0.1285351006463742, y=1.5502585601385874, z=-1.9496583555384603), Vec3(x=-0.06202477425333086, y=-1.0435789593140896, z=2.0512753331674816), Vec3(x=-1.9387957906312465, y=0.4192478636674615, z=1.7768360540056207), Vec3(x=0.07268143127757298, y=-0.9756693906613165, z=0.433621075305723), Vec3(x=0.2738766429554129, y=2.21479467051149, z=1.1701453079204462), Vec3(x=-1.2982978253838482, y=0.06768172867464983, z=-0.16384102740971507), Vec3(x=1.8632002103708416, y=0.48445242968447033, z=-1.458846984717347)] kJ/(nm mol)"
98,gdb9_21349,-35.91129587203768 kJ/mol,"[Vec3(x=-0.1282828890324339, y=-1.6550728430396475, z=0.016541608460943547), Vec3(x=1.2649958999821038, y=-1.4972391439748662, z=-0.1531671931481169), Vec3(x=-1.612473035333153, y=0.1933583260527314, z=-0.03141806007366732), Vec3(x=1.7232164144611772, y=-0.559521273267908, z=0.10787690214900358), Vec3(x=-0.8758877729531633, y=0.3619303469859645, z=-0.0361693073429592), Vec3(x=-0.5529207261773195, y=-0.2872188862221208, z=-0.03812864518733505), Vec3(x=-0.5834777812696359, y=-0.2513479507914127, z=0.0712729636335041), Vec3(x=-0.7846894348529361, y=0.2638402666262749, z=-0.11082792632987548), Vec3(x=0.8542139035374738, y=1.659917883699472, z=2.8537571821723304), Vec3(x=0.6952949312203742, y=1.7713328593406423, z=-2.6797422927055976)] kJ/(nm mol)","[Vec3(x=2.3712309056255805, y=-4.189410833598899, z=-0.08673079117669497), Vec3(x=-1.2749939021068997, y=0.23035620706196447, z=0.04590625304604179), Vec3(x=-0.5087831655597043, y=-0.6117939355607906, z=0.002043784878530741), Vec3(x=-0.8006590011455286, y=-0.33800717589352913, z=0.010141596614799075), Vec3(x=0.588035136879455, y=-1.340679151437783, z=0.19517873916652206), Vec3(x=-1.0899525600064237, y=0.467469198662144, z=0.9640332884042158), Vec3(x=-1.099281913343873, y=0.48986060121642083, z=-0.9420723015426518), Vec3(x=0.6552665950916037, y=-1.4437671392186786, z=-0.2724570059305904), Vec3(x=0.6251788100027191, y=3.4043022711963853, z=1.9495706843921925), Vec3(x=0.5339600482373204, y=3.3316723417586065, z=-1.8656141286430552)] kJ/(nm mol)"
99,gdb9_21350,-75.3595930056492 kJ/mol,"[Vec3(x=1.16693016025107, y=0.6521420020629733, z=0.0011966706042760844), Vec3(x=-2.080767465911549, y=-1.0937561955604451, z=0.008630024111401013), Vec3(x=-1.187090663143806, y=1.2649239104780463, z=0.00641423699232746), Vec3(x=-1.2304063656309268, y=0.2645576409236128, z=0.016620425459685784), Vec3(x=-0.9271676100470359, y=-0.5690171671856206, z=0.016068012296178935), Vec3(x=1.6706269347982925, y=0.4341528348145971, z=-0.01467324141642301), Vec3(x=2.3488750915273897, y=0.291301917861162, z=-0.04670961947939001), Vec3(x=2.094271216637253, y=1.283011836523201, z=-0.008077674303374138), Vec3(x=0.24338876942692877, y=1.6507472997636228, z=0.03154873968118843), Vec3(x=-0.8324058286889908, y=-2.2333295789593706, z=-0.018775072288128136), Vec3(x=-3.679262460675286, y=-0.4683500705441226, z=0.055615729832109106), Vec3(x=2.413033493826049, y=-1.476336746462664, z=-0.047860727434354544)] kJ/(nm mol)","[Vec3(x=3.26876901214721, y=-0.7581880054360681, z=-0.02709415463050263), Vec3(x=-2.65426389751633, y=0.3312512787781543, z=0.021592283709860993), Vec3(x=0.1509728364177363, y=0.05241348705567361, z=-0.015549307956913339), Vec3(x=-3.2094506855959253, y=0.7020271701768479, z=0.03802939589499288), Vec3(x=-1.227067397830524, y=-0.15833305345540793, z=0.02181375921520967), Vec3(x=1.3721261301705567, y=2.079923951194388, z=-0.0033629747360439666), Vec3(x=1.5417849251784332, y=-0.9808128122503987, z=-0.0484820999785292), Vec3(x=2.2526518196469283, y=2.0131735376653523, z=-0.006089954125313213), Vec3(x=-0.9488845841466969, y=2.0127854674479373, z=0.04733416465631968), Vec3(x=0.08345069444737874, y=-2.81550284384997, z=-0.029671359067275027), Vec3(x=-2.753785586718209, y=-0.23645137435127594, z=0.04937993215887515), Vec3(x=2.1236948264522937, y=-2.242295386043658, z=-0.04789972984415192)] kJ/(nm mol)"
100,gdb9_21351,-68.7420173057539 kJ/mol,"[Vec3(x=-3.5283913355187906, y=1.250696397862555, z=0.04513692407443071), Vec3(x=1.7516367165594602, y=-1.8417568239567572, z=-0.038176775032974675), Vec3(x=-1.4344619357000283, y=3.6902776796732724, z=-0.0387821843750622), Vec3(x=-0.31271418218076974, y=-1.1720968567664158, z=0.010236798282427184), Vec3(x=-1.2168604181749743, y=-0.5767375565978909, z=0.05000481656331246), Vec3(x=-0.6169573583822512, y=2.2800003235942654, z=0.024736018358605172), Vec3(x=2.1166683706123024, y=-2.371133503218431, z=-0.16096756466349582), Vec3(x=2.749280554608447, y=-0.11006199646999448, z=-0.011093092235265445), Vec3(x=3.0272257515639396, y=-1.77023383367748, z=-0.002734556721612158), Vec3(x=-1.294126960699714, y=1.0336776634529485, z=0.061046516326761946), Vec3(x=-1.2412996795254116, y=-0.4126481831960689, z=0.06059256670634294)] kJ/(nm mol)","[Vec3(x=0.6215065172302872, y=-1.538633184718666, z=-0.011728580968708574), Vec3(x=1.9046363197037408, y=1.2072467315745143, z=-0.020340475249206236), Vec3(x=1.7328824283025028, y=0.34133330917643434, z=-0.08028696249365197), Vec3(x=0.22659543333813303, y=0.1900400148214203, z=0.010276317224043652), Vec3(x=-2.4508022241951153, y=0.8418082870916805, z=0.0633442948318983), Vec3(x=-2.130360930121128, y=-0.9321402041937006, z=0.019359442848218666), Vec3(x=0.8095482643207674, y=-0.8911586271425023, z=-0.12620469779799837), Vec3(x=3.6598543326762183, y=1.2241574221047813, z=-0.017722538083180694), Vec3(x=0.24091169997578277, y=-2.1719553134611758, z=0.018900716686048202), Vec3(x=-2.6688983665191586, y=0.44411372931237736, z=0.06836741165972349), Vec3(x=-1.945866798991318, y=1.2851868817594294, z=0.07603505644165476)] kJ/(nm mol)"
101,gdb9_21352,-47.27873936649965 kJ/mol,"[Vec3(x=-1.5997101668396851, y=4.399473116990478, z=-0.021879104880807354), Vec3(x=1.7038564085323742, y=-3.2737540814541717, z=-0.005329511694881717), Vec3(x=-0.880705944978331, y=0.8291403957232433, z=-0.0548244893382801), Vec3(x=-0.6936469702387456, y=-2.851160712637011, z=-0.11413161833116447), Vec3(x=1.1153960864073156, y=-0.1990507098228136, z=-0.10848657406202289), Vec3(x=2.3499743199758996, y=-0.46939511915797993, z=0.10701777332670126), Vec3(x=-1.3599701571984042, y=1.8945435251789604, z=0.07139235399200405), Vec3(x=-0.6368252696319132, y=-1.2637941127882186, z=0.09310523079115551), Vec3(x=-1.8110557375682106, y=-3.2688484064736656, z=-0.1713097443980114), Vec3(x=1.8126983987936, y=4.202862316904714, z=0.20444602732200323)] kJ/(nm mol)","[Vec3(x=-0.6105639573543655, y=3.346582149354777, z=-0.04118772006501081), Vec3(x=0.9068797003044438, y=-3.493034147688377, z=0.0007820042172159702), Vec3(x=-2.076118349986075, y=1.643537393275551, z=-0.03745714659650545), Vec3(x=-0.4303776123621219, y=-3.602505021485058, z=-0.11675343661614468), Vec3(x=1.7949078084282064, y=0.016339764892904896, z=-0.1221390793302577), Vec3(x=2.7199772566245883, y=-0.5641686753353952, z=0.10402841826978992), Vec3(x=0.3499084252953253, y=0.26836695751262596, z=0.04832833921595725), Vec3(x=-1.493119138079578, y=-0.5578257331471832, z=0.11148049945198313), Vec3(x=-1.9456629459067045, y=-0.6785485176419712, z=-0.15900489347077207), Vec3(x=0.7841697667124663, y=3.621255353425468, z=0.21192298884672844)] kJ/(nm mol)"
102,gdb9_21353,-83.92606750446558 kJ/mol,"[Vec3(x=0.20019497348840787, y=-0.6226805733236205, z=-0.0016728008581995413), Vec3(x=-2.876138548583185, y=1.4171153318609413, z=0.009596057754926335), Vec3(x=0.8400294661311136, y=1.0030700856298154, z=-0.007192147849835351), Vec3(x=-0.3615959843641008, y=-0.3840459388346744, z=0.014953565918677914), Vec3(x=-3.4750026450635687, y=-1.2246152213028267, z=0.009181129723252468), Vec3(x=1.3132743391020085, y=-0.1333436960248946, z=-0.010283065532741276), Vec3(x=2.7900705989600283, y=0.7672853395288257, z=-0.014208048633963521), Vec3(x=2.5209917177753027, y=-1.012670968062821, z=-0.014599594348179146), Vec3(x=-1.9987654485951794, y=1.7011548021039289, z=0.05078154690348091), Vec3(x=0.43848133013204915, y=0.06850635196377652, z=-0.05840086579194992), Vec3(x=-0.271705018335183, y=-1.0750604148223601, z=0.07743130151805655), Vec3(x=0.8799887896041145, y=-0.5046121018907144, z=-0.05558744574462039)] kJ/(nm mol)","[Vec3(x=-0.21345841670246202, y=0.557204175771739, z=0.008602122897737874), Vec3(x=-0.7834506535932633, y=0.12270438125574401, z=-0.01592800462109878), Vec3(x=0.5292596711333317, y=0.18048191314869655, z=-0.004575032092752451), Vec3(x=-0.4513400048083156, y=-0.031446240166928874, z=0.01668808403399291), Vec3(x=0.0658892833338598, y=0.06002128106172222, z=-0.018462965867788395), Vec3(x=0.3713342751843811, y=-0.3053972565262484, z=-0.0027768992868395515), Vec3(x=0.576999252511996, y=0.28885526722206123, z=0.0052190727807230886), Vec3(x=1.3707366675331514, y=-0.17309096084454723, z=0.0026993270590640606), Vec3(x=-0.8716682421635724, y=0.3684664803799791, z=0.029834269597116103), Vec3(x=-0.38241877729433327, y=-0.1259483387825071, z=-0.05321823351240962), Vec3(x=0.3545193068977994, y=-0.901021563312483, z=0.07279004950017254), Vec3(x=-0.5664018851937804, y=-0.04083724544029188, z=-0.04087170853152569)] kJ/(nm mol)"
